name,height,age,season,team_name,team_id,injury_type,injury_beginning_date,injury_recovering_date
Luka Babić,200,23,2023/2024,KK Šibenka,23,Lesión de cuádriceps,2024-03-28,2024-04-20
Lukas Ivan Bobek,195,19,2023/2024,KK Šibenka,23,Tendinitis rotuliana,2023-12-04,2023-12-30
Lukas Ivan Bobek,195,19,2023/2024,KK Šibenka,23,Rotura de fibras,2024-01-02,2024-01-23
Ante Brajković,190,18,2023/2024,KK Šibenka,23,Tendinitis rotuliana,2024-04-25,2024-05-13
Ante Brajković,190,18,2023/2024,KK Šibenka,23,Esguince de tobillo,2024-03-30,2024-04-14
Michael Andre Brown,180,23,2023/2024,KK Šibenka,23,Rotura de fibras,2023-11-08,2023-11-30
Michael Andre Brown,180,23,2023/2024,KK Šibenka,23,Lumbalgia,2024-01-09,2024-01-19
Michael Andre Brown,180,23,2023/2024,KK Šibenka,23,Fractura de dedo,2024-04-18,2024-05-18
Antonyo Makale Foreman,187,26,2023/2024,KK Šibenka,23,Lesión de isquiotibiales,2023-12-07,2024-01-03
Antonyo Makale Foreman,187,26,2023/2024,KK Šibenka,23,Esguince de tobillo,2024-03-12,2024-03-23
Antonyo Makale Foreman,187,26,2023/2024,KK Šibenka,23,Lesión de hombro,2023-09-21,2023-10-25
Myles Derek Howard,203,25,2023/2024,KK Šibenka,23,Fractura de dedo,2023-12-21,2024-01-28
Myles Derek Howard,203,25,2023/2024,KK Šibenka,23,Contusión muscular,2024-02-18,2024-02-24
Armin Hrštić,196,23,2023/2024,KK Šibenka,23,Esguince de tobillo,2023-12-07,2023-12-17
Armin Hrštić,196,23,2023/2024,KK Šibenka,23,Lesión de isquiotibiales,2024-01-03,2024-01-28
Armin Hrštić,196,23,2023/2024,KK Šibenka,23,Lesión de hombro,2024-03-22,2024-04-28
Antonio Klarin,186,20,2023/2024,KK Šibenka,23,Rotura de fibras,2024-01-23,2024-02-11
Antonio Klarin,186,20,2023/2024,KK Šibenka,23,Lumbalgia,2024-05-31,2024-06-14
Marko Lukić,201,24,2023/2024,KK Šibenka,23,Lesión de cuádriceps,2024-01-12,2024-01-31
Marko Lukić,201,24,2023/2024,KK Šibenka,23,Lesión de cuádriceps,2024-04-26,2024-05-21
Marko Lukić,201,24,2023/2024,KK Šibenka,23,Lesión de isquiotibiales,2024-02-11,2024-03-07
Marko Lukić,201,24,2023/2024,KK Šibenka,23,Fractura de dedo,2024-02-08,2024-03-10
Lovro Mandalinić,195,27,2023/2024,KK Šibenka,23,Esguince de tobillo,2023-12-23,2024-01-08
Lovro Mandalinić,195,27,2023/2024,KK Šibenka,23,Distensión muscular,2024-01-12,2024-01-17
Lovro Mandalinić,195,27,2023/2024,KK Šibenka,23,Rotura de fibras,2024-04-01,2024-04-29
Matej Perković,207,22,2023/2024,KK Šibenka,23,Distensión muscular,2024-02-16,2024-02-24
Matej Perković,207,22,2023/2024,KK Šibenka,23,Fractura de dedo,2024-01-04,2024-02-05
Matej Perković,207,22,2023/2024,KK Šibenka,23,Contusión muscular,2024-05-08,2024-05-16
Juraj Pleadin,196,20,2023/2024,KK Šibenka,23,Contusión muscular,2023-11-26,2023-12-06
Juraj Pleadin,196,20,2023/2024,KK Šibenka,23,Lesión de cuádriceps,2024-06-06,2024-06-21
Juraj Pleadin,196,20,2023/2024,KK Šibenka,23,Contusión muscular,2023-10-01,2023-10-06
Juraj Pleadin,196,20,2023/2024,KK Šibenka,23,Rotura de fibras,2023-10-09,2023-10-23
Luka Skorić,205,20,2023/2024,KK Šibenka,23,Esguince de tobillo,2023-09-04,2023-09-23
Luka Skorić,205,20,2023/2024,KK Šibenka,23,Lumbalgia,2023-12-28,2024-01-06
Luka Skorić,205,20,2023/2024,KK Šibenka,23,Lesión de isquiotibiales,2024-05-16,2024-05-30
Luka Skorić,205,20,2023/2024,KK Šibenka,23,Contusión muscular,2023-10-01,2023-10-09
Milić Starovlah,200,25,2023/2024,KK Šibenka,23,Lesión de hombro,2024-05-05,2024-06-18
Milić Starovlah,200,25,2023/2024,KK Šibenka,23,Contusión muscular,2023-09-04,2023-09-07
Milić Starovlah,200,25,2023/2024,KK Šibenka,23,Rotura de fibras,2024-03-29,2024-04-20
Milić Starovlah,200,25,2023/2024,KK Šibenka,23,Esguince de tobillo,2024-01-19,2024-01-26
Đorđe Topolović,208,22,2023/2024,KK Šibenka,23,Tendinitis rotuliana,2024-05-15,2024-05-29
Đorđe Topolović,208,22,2023/2024,KK Šibenka,23,Lumbalgia,2023-12-01,2023-12-20
Đorđe Topolović,208,22,2023/2024,KK Šibenka,23,Lesión de isquiotibiales,2023-11-16,2023-11-29
Đorđe Topolović,208,22,2023/2024,KK Šibenka,23,Fractura de dedo,2024-01-08,2024-02-03
Petar Šarić,196,19,2023/2024,KK Šibenka,23,Tendinitis rotuliana,2023-10-11,2023-11-06
Petar Šarić,196,19,2023/2024,KK Šibenka,23,Lesión de cuádriceps,2024-04-23,2024-05-15
Petar Šarić,196,19,2023/2024,KK Šibenka,23,Lesión de hombro,2023-12-25,2024-01-16
Dominik Škugor,190,19,2023/2024,KK Šibenka,23,Lesión de isquiotibiales,2023-09-17,2023-10-17
Dominik Škugor,190,19,2023/2024,KK Šibenka,23,Lesión de isquiotibiales,2024-03-13,2024-04-04
Dominik Škugor,190,19,2023/2024,KK Šibenka,23,Lumbalgia,2024-05-01,2024-05-16
Andrej Andonoski,201,21,2023/2024,KK MZT Skopje Aerodrom,32,Esguince de tobillo,2023-11-27,2023-12-15
Andrej Andonoski,201,21,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de isquiotibiales,2024-04-10,2024-05-05
Marko Baković,205,30,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de cuádriceps,2024-05-28,2024-06-10
Marko Baković,205,30,2023/2024,KK MZT Skopje Aerodrom,32,Esguince de tobillo,2023-12-18,2023-12-28
Marko Baković,205,30,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de hombro,2024-01-17,2024-02-16
Marko Baković,205,30,2023/2024,KK MZT Skopje Aerodrom,32,Esguince de tobillo,2023-10-09,2023-10-30
Haris Delalić,203,29,2023/2024,KK MZT Skopje Aerodrom,32,Tendinitis rotuliana,2023-09-17,2023-10-18
Haris Delalić,203,29,2023/2024,KK MZT Skopje Aerodrom,32,Distensión muscular,2023-12-16,2023-12-26
Haris Delalić,203,29,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de hombro,2024-03-22,2024-04-10
Haris Delalić,203,29,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de isquiotibiales,2023-11-23,2023-12-12
John Benjamin Gillon III,183,29,2023/2024,KK MZT Skopje Aerodrom,32,Fractura de dedo,2024-03-18,2024-04-25
John Benjamin Gillon III,183,29,2023/2024,KK MZT Skopje Aerodrom,32,Rotura de fibras,2023-11-11,2023-11-30
John Benjamin Gillon III,183,29,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de isquiotibiales,2023-09-28,2023-10-24
John Benjamin Gillon III,183,29,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de isquiotibiales,2023-12-28,2024-01-20
Bojan Krstevski,206,34,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de cuádriceps,2024-02-15,2024-03-08
Bojan Krstevski,206,34,2023/2024,KK MZT Skopje Aerodrom,32,Esguince de tobillo,2024-01-18,2024-02-04
Marko Milovanovikj,196,21,2023/2024,KK MZT Skopje Aerodrom,32,Contusión muscular,2024-03-01,2024-03-07
Marko Milovanovikj,196,21,2023/2024,KK MZT Skopje Aerodrom,32,Rotura de fibras,2024-04-09,2024-04-29
Marko Milovanovikj,196,21,2023/2024,KK MZT Skopje Aerodrom,32,Distensión muscular,2024-03-13,2024-03-28
Marin Petkov,192,20,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de hombro,2024-01-05,2024-01-29
Marin Petkov,192,20,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de isquiotibiales,2023-11-18,2023-11-30
Damjan Robev,194,26,2023/2024,KK MZT Skopje Aerodrom,32,Distensión muscular,2024-02-10,2024-02-21
Damjan Robev,194,26,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de cuádriceps,2023-10-17,2023-10-30
Damjan Robev,194,26,2023/2024,KK MZT Skopje Aerodrom,32,Esguince de tobillo,2024-04-15,2024-04-26
Cedric Cezell Russell Jr,188,24,2023/2024,KK MZT Skopje Aerodrom,32,Tendinitis rotuliana,2023-11-07,2023-11-24
Cedric Cezell Russell Jr,188,24,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de isquiotibiales,2024-04-08,2024-04-23
Cedric Cezell Russell Jr,188,24,2023/2024,KK MZT Skopje Aerodrom,32,Contusión muscular,2023-10-23,2023-11-01
Vojdan Stojanovski,195,35,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de isquiotibiales,2023-10-18,2023-11-08
Vojdan Stojanovski,195,35,2023/2024,KK MZT Skopje Aerodrom,32,Lesión de hombro,2024-02-14,2024-03-19
Damjan Stojanovski,197,35,2023/2024,KK MZT Skopje Aerodrom,32,Esguince de tobillo,2024-03-30,2024-04-10
Damjan Stojanovski,197,35,2023/2024,KK MZT Skopje Aerodrom,32,Lumbalgia,2023-10-14,2023-11-02
Damjan Stojanovski,197,35,2023/2024,KK MZT Skopje Aerodrom,32,Rotura de fibras,2024-01-03,2024-01-31
Dušan Tanasković,208,22,2023/2024,KK MZT Skopje Aerodrom,32,Rotura de fibras,2024-03-13,2024-03-29
Dušan Tanasković,208,22,2023/2024,KK MZT Skopje Aerodrom,32,Distensión muscular,2024-01-16,2024-01-23
Dušan Tanasković,208,22,2023/2024,KK MZT Skopje Aerodrom,32,Tendinitis rotuliana,2024-05-10,2024-06-01
Dušan Tanasković,208,22,2023/2024,KK MZT Skopje Aerodrom,32,Distensión muscular,2023-11-25,2023-12-01
Eyassu Worku,188,24,2023/2024,KK MZT Skopje Aerodrom,32,Tendinitis rotuliana,2024-02-01,2024-02-28
Eyassu Worku,188,24,2023/2024,KK MZT Skopje Aerodrom,32,Contusión muscular,2024-03-03,2024-03-07
Eyassu Worku,188,24,2023/2024,KK MZT Skopje Aerodrom,32,Tendinitis rotuliana,2024-05-11,2024-06-01
Filip Barović,206,33,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de hombro,2024-04-22,2024-05-13
Filip Barović,206,33,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de isquiotibiales,2024-02-03,2024-02-17
Filip Barović,206,33,2023/2024,KK Sutjeska Elektroprivreda,37,Esguince de tobillo,2024-02-18,2024-03-02
Filip Barović,206,33,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de hombro,2023-11-09,2023-12-06
Bogdan Bojić,195,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2024-05-03,2024-05-19
Bogdan Bojić,195,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2024-03-22,2024-04-06
Bogdan Bojić,195,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2024-01-03,2024-01-22
Daquan Bracey,180,26,2023/2024,KK Sutjeska Elektroprivreda,37,Lumbalgia,2024-03-20,2024-03-31
Daquan Bracey,180,26,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2024-06-15,2024-06-28
Daquan Bracey,180,26,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2023-12-02,2024-01-09
Ilija Goranović,191,24,2023/2024,KK Sutjeska Elektroprivreda,37,Rotura de fibras,2024-04-24,2024-05-08
Ilija Goranović,191,24,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2024-01-28,2024-03-02
Ilija Goranović,191,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de isquiotibiales,2024-05-13,2024-06-05
Ilija Goranović,191,24,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2024-01-02,2024-01-17
Miloš Jović,194,26,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2024-03-12,2024-03-23
Miloš Jović,194,26,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de isquiotibiales,2024-05-03,2024-05-27
Miloš Jović,194,26,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de hombro,2024-05-31,2024-06-27
Nikola Kočović,197,27,2023/2024,KK Sutjeska Elektroprivreda,37,Lumbalgia,2023-09-19,2023-10-04
Nikola Kočović,197,27,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2023-10-26,2023-11-07
Nikola Kočović,197,27,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2023-11-25,2023-12-26
Nikola Kočović,197,27,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de hombro,2024-03-23,2024-04-08
Marko Lukić,201,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lumbalgia,2023-09-06,2023-09-14
Marko Lukić,201,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de isquiotibiales,2023-12-23,2024-01-10
Marko Lukić,201,24,2023/2024,KK Sutjeska Elektroprivreda,37,Rotura de fibras,2024-05-23,2024-06-17
Stefan Mitrović,194,26,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de hombro,2023-12-23,2024-01-29
Stefan Mitrović,194,26,2023/2024,KK Sutjeska Elektroprivreda,37,Contusión muscular,2024-03-19,2024-03-27
Stefan Mitrović,194,26,2023/2024,KK Sutjeska Elektroprivreda,37,Contusión muscular,2024-02-24,2024-02-29
Stefan Mitrović,194,26,2023/2024,KK Sutjeska Elektroprivreda,37,Esguince de tobillo,2023-10-24,2023-11-07
Đorđe Otašević,203,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lumbalgia,2023-10-30,2023-11-07
Đorđe Otašević,203,24,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2024-02-07,2024-02-17
Đorđe Otašević,203,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2023-12-15,2024-01-08
Collin Malik Smith,210,25,2023/2024,KK Sutjeska Elektroprivreda,37,Contusión muscular,2024-05-01,2024-05-09
Collin Malik Smith,210,25,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de isquiotibiales,2024-04-19,2024-05-13
Collin Malik Smith,210,25,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2024-02-01,2024-02-13
Collin Malik Smith,210,25,2023/2024,KK Sutjeska Elektroprivreda,37,Esguince de tobillo,2023-10-29,2023-11-17
Radosav Spasojević,204,31,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2023-11-24,2023-12-07
Radosav Spasojević,204,31,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2023-11-21,2023-12-27
Vladimir Tomašević,201,30,2023/2024,KK Sutjeska Elektroprivreda,37,Rotura de fibras,2024-04-24,2024-05-14
Vladimir Tomašević,201,30,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2023-12-04,2024-01-05
Vladimir Tomašević,201,30,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2024-03-21,2024-04-05
Jovan Vojinović,193,24,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de hombro,2023-12-11,2024-01-23
Jovan Vojinović,193,24,2023/2024,KK Sutjeska Elektroprivreda,37,Contusión muscular,2024-03-18,2024-03-27
Maksim Vujović,185,20,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2024-01-21,2024-02-16
Maksim Vujović,185,20,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de isquiotibiales,2023-10-23,2023-11-20
Miloš Vujović,206,27,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2024-02-14,2024-02-24
Miloš Vujović,206,27,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2023-10-29,2023-12-02
Miloš Vujović,206,27,2023/2024,KK Sutjeska Elektroprivreda,37,Tendinitis rotuliana,2024-05-08,2024-06-12
Miloš Vujović,206,27,2023/2024,KK Sutjeska Elektroprivreda,37,Rotura de fibras,2024-02-08,2024-03-03
Radoš Vuković,198,21,2023/2024,KK Sutjeska Elektroprivreda,37,Lumbalgia,2024-03-19,2024-04-04
Radoš Vuković,198,21,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de hombro,2024-02-26,2024-03-15
Radoš Vuković,198,21,2023/2024,KK Sutjeska Elektroprivreda,37,Lesión de cuádriceps,2023-11-28,2023-12-22
Radoš Vuković,198,21,2023/2024,KK Sutjeska Elektroprivreda,37,Tendinitis rotuliana,2023-10-14,2023-11-16
Andrej Vulević,190,23,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2023-10-31,2023-11-10
Andrej Vulević,190,23,2023/2024,KK Sutjeska Elektroprivreda,37,Fractura de dedo,2023-10-30,2023-11-28
Andrej Vulević,190,23,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2024-05-19,2024-05-29
Andrej Vulević,190,23,2023/2024,KK Sutjeska Elektroprivreda,37,Lumbalgia,2024-03-15,2024-03-28
Pavle Đurišić,207,23,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2024-06-02,2024-06-14
Pavle Đurišić,207,23,2023/2024,KK Sutjeska Elektroprivreda,37,Distensión muscular,2023-11-25,2023-12-08
Pavle Đurišić,207,23,2023/2024,KK Sutjeska Elektroprivreda,37,Contusión muscular,2023-11-11,2023-11-18
Miloš Glišić,205,25,2023/2024,KK Zlatibor Mozzart,70,Lesión de cuádriceps,2023-09-28,2023-10-22
Miloš Glišić,205,25,2023/2024,KK Zlatibor Mozzart,70,Lesión de cuádriceps,2024-05-06,2024-05-16
Viktor Kovačević,200,24,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2024-05-16,2024-06-17
Viktor Kovačević,200,24,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2024-03-31,2024-04-09
Vitali Liutych,199,31,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2023-11-25,2023-12-05
Vitali Liutych,199,31,2023/2024,KK Zlatibor Mozzart,70,Lesión de isquiotibiales,2023-09-16,2023-10-14
Vitali Liutych,199,31,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2024-01-19,2024-02-17
Vitali Liutych,199,31,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2024-04-22,2024-05-29
Andrija Matović,198,20,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2024-06-20,2024-06-24
Andrija Matović,198,20,2023/2024,KK Zlatibor Mozzart,70,Lesión de isquiotibiales,2024-03-06,2024-03-24
Andrija Matović,198,20,2023/2024,KK Zlatibor Mozzart,70,Rotura de fibras,2023-09-22,2023-10-19
Andrija Matović,198,20,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2024-04-05,2024-04-11
Lazar Milošević,205,19,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2023-09-17,2023-10-16
Lazar Milošević,205,19,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2024-02-26,2024-03-04
Dimitrije Nikolić,212,26,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2023-12-31,2024-01-04
Dimitrije Nikolić,212,26,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2024-02-27,2024-04-05
Jan Rebec,192,30,2023/2024,KK Zlatibor Mozzart,70,Lesión de hombro,2024-04-07,2024-05-12
Jan Rebec,192,30,2023/2024,KK Zlatibor Mozzart,70,Distensión muscular,2023-11-11,2023-11-25
Jan Rebec,192,30,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2023-10-01,2023-10-27
Jan Rebec,192,30,2023/2024,KK Zlatibor Mozzart,70,Lesión de hombro,2024-05-30,2024-06-25
Ivan Smiljanić,199,34,2023/2024,KK Zlatibor Mozzart,70,Lesión de hombro,2023-11-26,2023-12-28
Ivan Smiljanić,199,34,2023/2024,KK Zlatibor Mozzart,70,Lesión de cuádriceps,2024-01-27,2024-02-15
Ivan Smiljanić,199,34,2023/2024,KK Zlatibor Mozzart,70,Lesión de hombro,2024-05-21,2024-06-13
Dušan Stojičić,204,22,2023/2024,KK Zlatibor Mozzart,70,Lesión de isquiotibiales,2024-03-29,2024-04-12
Dušan Stojičić,204,22,2023/2024,KK Zlatibor Mozzart,70,Esguince de tobillo,2023-11-04,2023-11-15
Dušan Stojičić,204,22,2023/2024,KK Zlatibor Mozzart,70,Distensión muscular,2024-02-12,2024-02-20
Dušan Stojičić,204,22,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2024-05-08,2024-06-09
Milutin Vujičić,192,21,2023/2024,KK Zlatibor Mozzart,70,Lesión de hombro,2024-01-16,2024-02-20
Milutin Vujičić,192,21,2023/2024,KK Zlatibor Mozzart,70,Lumbalgia,2024-04-19,2024-05-02
Adi Zahiragić,188,28,2023/2024,KK Zlatibor Mozzart,70,Lesión de isquiotibiales,2024-05-21,2024-06-12
Adi Zahiragić,188,28,2023/2024,KK Zlatibor Mozzart,70,Tendinitis rotuliana,2024-04-20,2024-05-15
Boško Čorbić,191,28,2023/2024,KK Zlatibor Mozzart,70,Lesión de cuádriceps,2023-10-18,2023-10-28
Boško Čorbić,191,28,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2023-10-03,2023-10-11
Boško Čorbić,191,28,2023/2024,KK Zlatibor Mozzart,70,Rotura de fibras,2023-12-21,2024-01-10
Brano Đukanović,196,28,2023/2024,KK Zlatibor Mozzart,70,Fractura de dedo,2024-01-16,2024-02-20
Brano Đukanović,196,28,2023/2024,KK Zlatibor Mozzart,70,Lesión de cuádriceps,2024-06-07,2024-06-26
Brano Đukanović,196,28,2023/2024,KK Zlatibor Mozzart,70,Lesión de hombro,2024-05-06,2024-05-25
Jure Špan,193,28,2023/2024,KK Zlatibor Mozzart,70,Esguince de tobillo,2023-10-21,2023-10-28
Jure Špan,193,28,2023/2024,KK Zlatibor Mozzart,70,Contusión muscular,2023-11-03,2023-11-06
Jure Špan,193,28,2023/2024,KK Zlatibor Mozzart,70,Distensión muscular,2024-04-21,2024-05-03
Filip Anđušić,207,21,2023/2024,KK Podgorica Bemax,75,Lumbalgia,2023-11-07,2023-11-17
Filip Anđušić,207,21,2023/2024,KK Podgorica Bemax,75,Tendinitis rotuliana,2024-01-19,2024-02-07
Filip Bošković,204,19,2023/2024,KK Podgorica Bemax,75,Lesión de cuádriceps,2023-10-13,2023-10-31
Filip Bošković,204,19,2023/2024,KK Podgorica Bemax,75,Lesión de cuádriceps,2023-09-27,2023-10-12
Danilo Brnović,200,23,2023/2024,KK Podgorica Bemax,75,Tendinitis rotuliana,2024-04-07,2024-04-28
Danilo Brnović,200,23,2023/2024,KK Podgorica Bemax,75,Lesión de isquiotibiales,2023-09-01,2023-09-14
Danilo Brnović,200,23,2023/2024,KK Podgorica Bemax,75,Fractura de dedo,2023-10-10,2023-11-14
Danilo Ivanović,188,20,2023/2024,KK Podgorica Bemax,75,Lesión de hombro,2024-05-23,2024-06-14
Danilo Ivanović,188,20,2023/2024,KK Podgorica Bemax,75,Contusión muscular,2023-09-05,2023-09-08
Marko Kljajević,200,22,2023/2024,KK Podgorica Bemax,75,Lesión de cuádriceps,2024-04-04,2024-04-17
Marko Kljajević,200,22,2023/2024,KK Podgorica Bemax,75,Distensión muscular,2023-10-07,2023-10-19
Marko Kljajević,200,22,2023/2024,KK Podgorica Bemax,75,Fractura de dedo,2023-10-23,2023-11-24
Marko Kljajević,200,22,2023/2024,KK Podgorica Bemax,75,Lesión de isquiotibiales,2024-03-07,2024-03-27
Daylen Jwuan Kountz,191,23,2023/2024,KK Podgorica Bemax,75,Distensión muscular,2023-11-08,2023-11-19
Daylen Jwuan Kountz,191,23,2023/2024,KK Podgorica Bemax,75,Distensión muscular,2024-05-29,2024-06-04
Daylen Jwuan Kountz,191,23,2023/2024,KK Podgorica Bemax,75,Lesión de hombro,2023-11-24,2023-12-09
Danilo Lacmanović,205,19,2023/2024,KK Podgorica Bemax,75,Lesión de cuádriceps,2023-11-17,2023-12-03
Danilo Lacmanović,205,19,2023/2024,KK Podgorica Bemax,75,Lumbalgia,2024-04-14,2024-04-30
Danilo Lacmanović,205,19,2023/2024,KK Podgorica Bemax,75,Fractura de dedo,2023-10-22,2023-11-13
Jalon Demarco Miller,204,26,2023/2024,KK Podgorica Bemax,75,Lesión de isquiotibiales,2024-03-15,2024-04-12
Jalon Demarco Miller,204,26,2023/2024,KK Podgorica Bemax,75,Lesión de cuádriceps,2024-02-09,2024-03-03
Viacheslav Petrov,205,29,2023/2024,KK Podgorica Bemax,75,Fractura de dedo,2023-10-14,2023-11-11
Viacheslav Petrov,205,29,2023/2024,KK Podgorica Bemax,75,Fractura de dedo,2024-01-24,2024-03-01
Nikola Ratknić,193,19,2023/2024,KK Podgorica Bemax,75,Esguince de tobillo,2024-02-02,2024-02-22
Nikola Ratknić,193,19,2023/2024,KK Podgorica Bemax,75,Fractura de dedo,2024-05-18,2024-06-23
Nikola Ratknić,193,19,2023/2024,KK Podgorica Bemax,75,Fractura de dedo,2024-01-30,2024-03-02
Nikola Ratknić,193,19,2023/2024,KK Podgorica Bemax,75,Esguince de tobillo,2024-01-01,2024-01-20
Brandon Demitre Sly,182,27,2023/2024,KK Podgorica Bemax,75,Lumbalgia,2024-01-02,2024-01-10
Brandon Demitre Sly,182,27,2023/2024,KK Podgorica Bemax,75,Contusión muscular,2024-05-28,2024-06-01
Brandon Demitre Sly,182,27,2023/2024,KK Podgorica Bemax,75,Esguince de tobillo,2024-02-10,2024-02-22
Viktor Vujisić,200,22,2023/2024,KK Podgorica Bemax,75,Lumbalgia,2024-04-03,2024-04-23
Viktor Vujisić,200,22,2023/2024,KK Podgorica Bemax,75,Lesión de cuádriceps,2024-04-29,2024-05-14
Lazar Vukčević,203,20,2023/2024,KK Podgorica Bemax,75,Esguince de tobillo,2023-10-05,2023-10-21
Lazar Vukčević,203,20,2023/2024,KK Podgorica Bemax,75,Esguince de tobillo,2023-12-20,2023-12-31
Ognjen Čarapić,193,25,2023/2024,KK Podgorica Bemax,75,Esguince de tobillo,2024-03-22,2024-04-10
Ognjen Čarapić,193,25,2023/2024,KK Podgorica Bemax,75,Rotura de fibras,2024-05-14,2024-06-01
Milutin Đukanović,188,32,2023/2024,KK Podgorica Bemax,75,Lumbalgia,2024-03-24,2024-04-11
Milutin Đukanović,188,32,2023/2024,KK Podgorica Bemax,75,Lesión de isquiotibiales,2023-11-18,2023-12-18
Milutin Đukanović,188,32,2023/2024,KK Podgorica Bemax,75,Tendinitis rotuliana,2024-02-06,2024-02-22
Nikola Žižić,208,23,2023/2024,KK Podgorica Bemax,75,Rotura de fibras,2023-12-14,2024-01-11
Nikola Žižić,208,23,2023/2024,KK Podgorica Bemax,75,Distensión muscular,2024-02-15,2024-02-28
Srđan Adamović,198,19,2023/2024,KK Borac WWIN,76,Lesión de hombro,2023-10-04,2023-11-08
Srđan Adamović,198,19,2023/2024,KK Borac WWIN,76,Tendinitis rotuliana,2024-01-01,2024-01-28
Srđan Adamović,198,19,2023/2024,KK Borac WWIN,76,Esguince de tobillo,2024-04-10,2024-04-20
Kristijan Ateljević,208,20,2023/2024,KK Borac WWIN,76,Contusión muscular,2024-02-06,2024-02-09
Kristijan Ateljević,208,20,2023/2024,KK Borac WWIN,76,Distensión muscular,2023-09-07,2023-09-13
Vuk Bošković,200,20,2023/2024,KK Borac WWIN,76,Distensión muscular,2023-11-23,2023-11-28
Vuk Bošković,200,20,2023/2024,KK Borac WWIN,76,Contusión muscular,2024-05-25,2024-06-02
Vuk Bošković,200,20,2023/2024,KK Borac WWIN,76,Rotura de fibras,2024-01-11,2024-02-06
